just	Sadece
neighbor	komşu
legitimate	meşru
identification	Tanılama
transfer	aktarma
hungry	aç
soup	çorba
fortune	talih
temporary	geçici
link	bağlantı
cooking	yemek pişirmek
operating	işletme
valley	vadi
profile	profil
treaty	anlaşma
weekly	haftalık
mark	işaret
consensus	fikir birliği
soccer	futbol
homeless	evsiz
tight	sıkı
telescope	teleskop
collective	kolektif
tissue	doku
gang	çete
auto	otomatik
moderate	ılıman
assault	saldırı
treat	davranmak
artistic	sanatsal
phrase	ifade etmek
wing	kanat
priest	rahip
essay	makale
last	son
adequate	yeterli
defend	savunmak
counseling	danışmanlık
cabinet	kabine
fitness	uygunluk
handful	avuç
powder	toz
elite	elit
frequent	sık
cholesterol	kolesterol
awful	berbat
match	kibrit
examination	muayene
summit	zirve
consideration	düşünce
fighting	kavga
fee	ücret
secondary	ikincil
strike	çarpmak
virus	virüs
widespread	yaygın
scope	kapsam
orientation	yönlendirme
layer	katman
rating	derecelendirme
contribution	katkı
flour	un
punishment	ceza
tale	masal
medium	orta
explore	keşfetmek
finish	sona ermek
impressive	etkileyici
champion	şampiyon
prepare	hazırlanmak
principal	müdür
motivation	motivasyon
nonetheless	yine de
shoot	film çekmek
scientist	bilim adamı
lovely	sevimli
satellite	uydu
formation	formasyon
physics	fizik
discourse	söylem
constitution	anayasa
ethical	etik
everyday	Her gün
brand	marka
experimental	deneysel
designer	tasarımcı
unemployment	işsizlik
composition	kompozisyon
implementation	uygulama
salary	maaş
effectiveness	verimlilik
reflection	refleks
frequency	sıklık
bond	bağlamak
lawn	çim
african-american	Afrika kökenli Amerikalı
hide	saklamak
counsel	öğüt
recession	durgunluk
actress	aktris
physician	doktor
representation	temsil
tube	tüp
symbol	sembol
deliver	teslim etmek
penalty	penaltı
boom	patlama
concrete	beton
intensity	yoğunluk
islam	İslâm
expand	genişletmek
legacy	miras
cross	geçmek
continuous	sürekli
indigenous	yerli
administrative	idari
menu	menü
port	liman
enterprise	girişim
comedy	komedi
garage	garaj
retail	perakende
integration	entegrasyon
trading	ticaret
cloud	bulut
presentation	sunum
superior	üst
standing	ayakta
notice	fark etme
courage	cesaret
hispanic	İspanyol
acceptable	kabul edilebilir
captain	kaptan
invasion	istila
presidency	başkanlık
exact	bire bir aynı
assume	farz etmek
license	lisans
mode	mod
evident	apaçık
represent	temsil etmek
bare	çıplak
observation	gözlem
quarterback	oyun kurucu
combat	dövüş
motor	motor
ceremony	tören
seed	tohum
prosecutor	savcı
palm	palmiye
mess	karışıklık
tail	kuyruk
chef	şef
ugly	çirkin
distinction	ayrım
piano	piyano
couch	kanepe
reflect	yansıtmak
logic	mantık
ski	kayak
cabin	kabin
founder	kurucu
reveal	ortaya çıkarmak
cousin	kuzen
chapter	bölüm
sake	hatır
confusion	bilinç bulanıklığı, konfüzyon
horizon	ufuk
magic	büyü
drinking	içme
mine	bana ait
roll	rulo
limit	sınır
net	açık
finance	finans
beef	biftek
korean	kore
stake	hisse
occasion	fırsat
anniversary	yıl dönümü
disorder	düzensizlik
root	kök
legislative	yasama
suburban	banliyö
escape	kaçmak
hence	buradan
integrity	bütünlük
behavioral	davranışsal
utility	fayda
classical	klasik
written	yazılı
anchor	çapa
poem	şiir
monthly	aylık
roman	Roma
count	saymak
compete	rekabet etmek
sodium	sodyum
reliable	güvenilir
infection	enfeksiyon
extension	eklenti
architecture	mimari
string	sicim
button	düğme
humanity	insanlık
acceptance	kabul
theoretical	teorik
bitter	acı
makeup	makyaj yapmak
portrait	portre
recipe	yemek tarifi
shell	kabuk
bear	ayı
pop	pop
apple	elma
mainstream	ana akım
pc	bilgisayar
dear	Sayın
laboratory	laboratuvar
outdoor	dış mekan
craft	zanaat
assess	değer biçmek
scenario	senaryo
celebration	kutlama
essence	öz
arrival	varış
fabric	kumaş
occasional	ara sıra
olive	zeytin
unlike	farklı
blame	suçlamak
engage	angaje etmek
shelter	barınak
award	ödül
rape	tecavüz
wealthy	zengin
onion	soğan
publication	yayın
excitement	heyecanlanmak
concentration	konsantrasyon
mall	alışveriş merkezi
ownership	mülkiyet
fiscal	mali
transformation	dönüşüm
girlfriend	kız arkadaş
candy	şeker
expense	gider
tendency	eğilim
pursue	izlemek
chronic	kronik
virtual	sanal
lie	yalan
theology	teoloji
prosecution	kovuşturma
scandal	skandal
missile	füze
subtle	hemen göze çarpmayan
origin	köken
uncle	amca
bell	zil
maximum	maksimum
scholarship	burs
fix	düzeltmek
plain	ova
engineer	mühendis
sing	şarkı söylemek
amendment	değişiklik
fraud	sahtekar
mortgage	ipotek
strip	şerit
contest	yarışma
ratio	oran
mud	çamur
partnership	ortaklık
random	rastgele
minimum	minimum
tie	bağlamak
prevention	önleme
wildlife	yaban hayatı
lifestyle	yaşam tarzı
singer	şarkıcı
channel	kanal
narrative	anlatı
select	seçme
friendship	dostluk
sequence	sekans
prospect	olasılık
slight	hafif
mechanical	mekanik
structural	yapısal
inevitable	kaçınılmaz
obtain	elde etmek
welcome	Hoş geldin
infrastructure	altyapı
explosion	patlama
coal	kömür
radiation	radyasyon
meaningful	anlamlı
drunk	sarhoş
cop	polis
weird	garip
stick	sopa
poet	şair
conduct	yönetmek
flower	çiçek
wilderness	vahşi doğa
plot	komplo
audio	ses
technological	teknolojik
feedback	geri bildirim
destroy	tahrip etmek
gentle	nazik
shower	duş
airline	havayolu
forehead	alın
chip	çip
uncomfortable	rahatsız
guilt	suçluluk
boyfriend	erkek arkadaş
peaceful	barışçıl
wise	bilge
pregnancy	gebelik
rhetoric	retorik
grateful	minnettar
pie	turta
corruption	yolsuzluk
walking	yürüme
chart	çizelge
diagnosis	tanı
closet	dolap
unity	birlik
horrible	berbat
angle	açı
outer	dış
fantasy	fantezi
payment	ödeme
lawsuit	dava
tent	çadır
cloth	kumaş
reporting	raporlama
marine	deniz
frozen	dondurulmuş
marry	evlenmek
adviser	danışman
pine	çam
lap	kucak
drawing	çizim
frustration	hayal kırıklığı
label	etiket
jazz	caz
journalist	gazeteci
deadly	ölümcül
convince	ikna etmek
loud	yüksek sesle
thereby	böylece
admission	kabul
passenger	yolcu
adventure	macera
creature	yaratık
collapse	yıkılmak
residential	yerleşim
bombing	bombalama
basement	bodrum
exclusive	özel
settle	yerleşmek
oral	sözlü
endless	sonsuz
arrest	tutuklamak
array	sıralamak
critic	eleştirmen
rigid	katı
profound	engin
mask	maske
pitch	saha
hallway	koridor
shame	utanç
guidance	rehberlik
no	HAYIR
sweat	ter
separation	ayrılma
acid	asit
compensation	tazminat
evil	fenalık
handsome	Yakışıklı
habitat	doğal ortam
pleasant	güzel
flavor	lezzet
celebrity	ünlü
invisible	görünmez
electrical	elektrik
sunlight	güneş ışığı
specialist	uzman
rifle	tüfek
intelligent	zeki
alliance	ittifak
regulatory	düzenleyici
prescription	reçete
succeed	başarmak
chaos	kaos
gene	gen
genuine	eşsiz
adoption	evlat edinme
nomination	adaylık
institute	enstitü
delicate	narin
harm	zarar
dispute	anlaşmazlık
occupation	meslek
chin	çene
mathematics	matematik
scheme	şema
load	yük
pause	duraklatma
banking	bankacılık
horror	korku
hip	belki
timing	zamanlama
expertise	uzmanlık
express	ifade etmek
representative	temsilci
pile	yığın
athlete	atlet
purple	mor
intention	niyet
habit	alışkanlık
agriculture	tarım
judicial	adli
parental	ebeveyn
photography	fotoğrafçılık
oxygen	oksijen
assumption	varsayım
twin	ikiz
blade	bıçak
episode	bölüm
dynamic	dinamik
precise	kesin
verbal	sözlü
co	ortak
publisher	yayıncı
hang	asmak
identical	birebir aynı
processing	işleme
segment	bölüm
enthusiasm	heves
vegetable	sebze
discover	keşfetmek
longtime	uzun süredir
tender	sunmak
van	kamyonet
diplomatic	diplomatik
swing	sallanmak
accuracy	kesinlik
accounting	muhasebe
starting	başlangıç
formula	formül
eliminate	elemek
grace	lütuf
inquiry	sorgu
hypothesis	hipotez
tribal	kabile
proportion	oran
cheek	yanak
altogether	tamamen
conscious	bilinçli
instructional	öğretici
happiness	mutluluk
civic	sivil
engagement	nişanlanmak
insight	iç yüzü
appreciate	takdirle karşılamak
diabetes	diyabet
script	senaryo
racism	ırkçılık
anxious	endişeli
bother	rahatsız etmek
lip	dudak
abstract	soyut
arrangement	ayarlama
belly	karın
festival	festival
shuttle	mekik
interior	iç mekan
myth	efsane
rush	acele etmek
cd	CD
mechanism	mekanizma
finding	bulma
eating	yemek yiyor
gravity	yer çekimi
historian	tarihçi
doorway	kapı aralığı
harsh	sert
divine	ilahi
brush	fırçalamak
productive	üretken
rescue	kurtarmak
bureau	büro
decent	düzgün
elegant	zarif
adjustment	ayar
generous	cömert
civilization	uygarlık
define	tanımlamak
cry	ağlamak
ms	Bayan
full-time	tam zamanlı
casual	gündelik
hardware	donanım
rail	demiryolu
garbage	çöp
contribute	katkı yapmak
coastal	kıyı
rear	arka
shore	sahil
investigate	araştırmak
doctrine	doktrin
hidden	gizlenmiş
pipe	boru
laugh	gülmek
ideology	ideoloji
appointment	randevu
revolutionary	devrimci
emotion	duygu
shade	gölge
rope	halat
receiver	alıcı
gym	spor salonu
reliability	güvenilirlik
brick	tuğla
reluctant	tereddüt ediyorlar
lobby	lobi
operate	işletmek
user	kullanıcı
popularity	popülerlik
realistic	gerçekçi
precious	değerli
guitar	gitar
preserve	korumak
statistical	istatistiksel
functional	fonksiyonel
favor	iyilik
prize	ödül
jet	jet
ridiculous	saçma
glance	bakış atmak
credibility	güvenilirlik
conviction	mahkumiyet
stretch	uzatmak
ideological	ideolojik
prior	önceki
gesture	jest yapmak
maker	yapıcı
replacement	yenisiyle değiştirme
assembly	toplantı
photographer	fotoğrafçı
unidentified-male	kimliği belirsiz erkek
pizza	pizza
canvas	tuval
turkey	Türkiye
dutch	Flemenkçe
earn	para kazanmak
symbolic	sembolik
pound	pound
silk	ipek
toxic	zehirli
artificial	yapay
greek	Yunan
magnitude	büyüklük
questionnaire	anket
miracle	mucize
tunnel	tünel
royal	asil
determination	kararlılık
silly	şapşal
strict	sıkı
demonstrate	göstermek
uniform	üniforma
hurricane	kasırga
resident	ikamet eden kişi
grocery	bakkal
variable	değişken
equity	özsermaye
gasoline	benzin
provision	karşılık
objective	amaç
charity	hayır kurumu
aesthetic	estetik
currency	para birimi
wake	uyanmak
grief	yas
ignore	görmezden gelmek
pole	kutup
ban	yasak
lonely	yalnız
broadcast	yayın
crop	mahsul
pen	dolma kalem
suffering	cefa
enhance	genişletmek
purchase	satın almak
spread	yaymak
shrimp	karides
sin	günah
protective	koruyucu
self-esteem	özgüven
basket	sepet
rhythm	ritim
intent	niyet
trick	kandırmak
stadium	stadyum
dignity	itibar
researcher	araştırmacı
inspiration	esin
voting	oy verme
dimension	boyut
god	Tanrı
ghost	hayalet
productivity	üretkenlik
shoe	ayakkabı
indicate	belirtmek
patience	sabır
nba	NBA
lover	sevgili
province	vilayet
collect	TOPLAMAK
rage	öfkelenmek
exploration	keşif
stroke	felç
automatic	otomatik
secular	laik
output	çıktı
bullet	kurşun
queen	kraliçe
corridor	koridor
quest	arayış
jewelry	takı
farmer	çiftçi
grip	kavramak
opera	opera
biology	biyoloji
ambassador	büyükelçi
validity	geçerlilik
delay	gecikme
pork	domuz eti
cuban	Kübalı
ecological	ekolojik
legend	efsane
mysterious	gizemli
aluminum	alüminyum
participant	katılımcı
protest	protesto
organizational	organizasyonel
barrel	varil
pro	profesyonel
feed	beslemek
progressive	ilerici
mild	hafif
nerve	sinir
jump	zıplamak
crack	çatırtı
immune	bağışıklık
tropical	tropikal
cooperative	kooperatif
arena	arena
grain	tahıl
creativity	yaratıcılık
detective	dedektif
developmental	gelişimsel
stranger	yabancı
gallery	galeri
optimistic	iyimser
dough	hamur
leaf	yaprak
willingness	isteklilik
trunk	gövde
suggestion	telkin
teen	genç
indication	gösterge
terrific	müthiş
railroad	demiryolu
killing	öldürme
blanket	battaniye
fame	şöhret
near	yakın
ass	eşek
spectrum	spektrum
generate	oluşturmak
summary	özet
requirement	gereklilik
announcement	duyuru
toy	oyuncak
mixed	karışık
flexible	esnek
fork	çatal
sheriff	şerif
suspect	şüphelenmek
christianity	Hıristiyanlık
neutral	doğal
steam	buhar
residence	ikamet
spectacular	muhteşem
collaboration	işbirliği
courtroom	mahkeme salonu
tomato	domates
helicopter	helikopter
attract	cezbetmek
recall	hatırlamak
format	biçim
elevator	asansör
scary	korkutucu
bankruptcy	iflas
uncertainty	belirsizlik
consequence	sonuçlar
damn	lanet etmek
conservation	koruma
hostile	düşmanca
employer	iş veren
persian	Farsça
communicate	iletişim
flood	sel basmak
ranch	çiftlik
crystal	kristal
dried	kurutulmuş
cocaine	kokain
exotic	egzotik
instructor	eğitmen
intimate	samimi
demographic	demografik
exit	çıkış
isolation	izolasyon
consent	onay
minimal	asgari
contain	içermek
venture	girişim
wage	maaş
steep	dik
shallow	sığ
potato	patates
parade	geçit töreni
influential	etkili
surgeon	cerrah
battery	pil
cave	mağara
homeland	vatan
database	veritabanı
infant	bebek
sheer	şeffaf
bold	gözü pek
hockey	hokey
complexity	karmaşıklık
secure	güvenli
ease	kolaylaştırmak
obligation	yükümlülük
bloody	kanlı
landing	iniş
compromise	anlaşmak
medal	madalya
tablespoon	çorba kaşığı
wolf	kurt
visitor	ziyaretçi
medication	ilaç tedavisi
flexibility	esneklik
departure	kalkış
ambitious	hırslı
metropolitan	büyükşehir
pastor	papaz
suffer	acı çekmek
bias	ön yargı
stem	kök
introduce	tanıtmak
deny	reddetmek
navy	donanma
alarm	alarm
monster	canavar
can	olabilmek
waist	bel
thumb	baş parmak
reception	resepsiyon
fixed	sabit
recording	kayıt
extend	uzatmak
compare	karşılaştırmak
short-term	kısa vadeli
realm	bölge
teenage	genç
accessible	erişilebilir
tragic	trajik
aggression	saldırganlık
panic	panik
anonymous	anonim
genius	dahi
galaxy	gökada
dealer	satıcı
slave	köle
laser	lazer
aim	amaç
domain	ihtisas
romance	romantik
upset	üzgün
announcer	spiker
appreciation	takdir
tourist	turist
portfolio	portföy
overcome	üstesinden gelmek
associate	iş arkadaşı
opponent	karşı çıkacaklar
syndrome	sendromu
pond	gölet
innovative	yenilikçi
virtue	erdem
custody	velayet
stiff	sert
nonprofit	kar amacı gütmeyen
attendance	katılım
pet	evcil hayvan
empire	imparatorluk
informal	resmi olmayan
assignment	atama
uncertain	belirsiz
glory	görkem
vertical	dikey
inside	içeri
variation	varyasyon
thanksgiving	şükran günü
known	bilinen
unintelligible	anlaşılmaz
bin	çöp kutusu
necessity	gereklilik
rose	gül
pitcher	sürahi
pension	emeklilik
momentum	ivme
tribe	kabile
compliance	uyumluluk
inventory	envanter
pasta	makarna
preliminary	ön
rational	akılcı
commerce	ticaret
pickup	toplamak
cab	taksi
cute	Sevimli
conspiracy	komplo
psychologist	psikolog
complaint	şikayet
theological	teolojik
nightmare	kabus
barn	ahır
promotion	terfi
counselor	danışman
mouse	fare
likewise	aynı şekilde
sculpture	heykel
trash	çöp
evaluate	değerlendirmek
envelope	mektup
patch	yama
predict	tahmin etmek
colorful	renkli
skirt	etek
relation	ilişki
painter	ressam
correlation	korelasyon
well-being	refah
wrist	bilek
ed	Ed
assist	yardım etmek
disk	disk
terrain	arazi
liability	yükümlülük
shelf	raf
awake	uyanmak
fluid	sıvı
ministry	bakanlık
hire	kiralamak
breathing	nefes almak
instant	ani
manufacturer	üretici
likelihood	olasılık
restore	eski haline getirmek
preference	tercih
costly	pahalı
journalism	gazetecilik
midst	ortasında
freshman	birinci sınıf öğrencisi
resist	direnmek
equality	eşitlik
capture	esir almak
alike	benzer
accomplish	sonuçlandırmak
bow	yay
cluster	küme
wheat	buğday
autonomy	özerklik
deadline	son teslim tarihi
liberty	özgürlük
sidewalk	kaldırım
breeze	esinti
gross	brüt
withdrawal	para çekme
aids	AIDS
temple	tapınak
mortality	ölüm
partial	kısmi
swimming	yüzme
barrier	bariyer
harassment	taciz
coordinator	koordinatör
slavery	kölelik
shy	utangaç
sink	atmak
volunteer	gönüllü
lightning	yıldırım
circuit	devre
ruling	karar
academy	akademi
sword	kılıç
signature	imza
clerk	katip
verdict	hüküm
architect	mimar
supportive	destekleyici
pursuit	kovalama
carpet	halı
philosophical	felsefi
log	kayıt
resolve	çözmek
incentive	teşvik
refrigerator	buzdolabı
disability	sakatlık
iranian	İran
well-known	tanınmış
feminist	feminist
documentary	belgesel
sexy	seksi
curve	eğri
excessive	aşırı
logical	mantıksal
globe	küre
lens	mercek
faint	bayılmak
loyalty	bağlılık
violation	ihlal
gulf	körfez
sum	toplam
unfair	haksız
bid	teklif etmek
custom	gelenek
toilet	tuvalet
added	eklendi
innovation	yenilik
cow	inek
trauma	travma
columnist	köşe yazarı
economist	iktisatçı
republic	cumhuriyet
blow	üflemek
high-tech	yüksek teknoloji
kiss	öpücük
eligible	hak sahibi
backyard	arka bahçe
companion	arkadaş
airplane	uçak
corporation	şirket
comparable	karşılaştırılabilir
halfway	yarı yolda
adopt	evlat edinmek
commissioner	komiser
rehabilitation	rehabilitasyon
sole	ayak tabanı
citizenship	vatandaşlık
parliament	parlamento
blank	boşluk
publicity	tanıtım
debut	ilk çıkış
measurement	ölçüm
sensitivity	hassasiyet
sustainable	sürdürülebilir
purse	el çantası
addition	ek
operator	operatör
consecutive	ardışık
defeat	yenmek
vitamin	vitamini
valid	geçerli
migration	göç
defendant	sanık
dying	ölme
availability	kullanılabilirlik
theyre	onlar
demonstration	gösteri
switch	anahtar
fever	ateş
workshop	atölye
invest	yatırım
municipal	belediye
programming	programlama
voluntary	gönüllü
scholar	bilgin
colleague	iş arkadaşı
destination	varış noktası
activist	aktivist
literacy	okuryazarlık
pit	çukur
accountability	sorumluluk
workplace	işyeri
celebrate	kutlamak
debris	enkaz
peer	akran
marketplace	Pazar yeri
bath	banyo
inspection	denetleme
iraqis	Iraklılar
spray	sprey
remind	hatırlatmak
placement	atama
memorial	anıt
mobile	mobil
sovereignty	egemenlik
gentleman	beyefendi
